date,2yr,5yr,10yr,30yr
2024-01-10,4.5268,4.1164,3.9509,4.3839
2024-01-11,4.5285,4.123,3.9553,4.3815
2024-01-12,4.5502,4.1333,3.9698,4.3823
2024-01-15,4.5542,4.1486,3.972,4.3773
2024-01-16,4.5643,4.1511,3.9764,4.3604
2024-01-17,4.5562,4.1525,3.9658,4.3568
2024-01-18,4.5684,4.1381,3.9642,4.3656
2024-01-19,4.5649,4.1321,3.9636,4.3766
2024-01-22,4.5763,4.1432,3.9828,4.3846
2024-01-23,4.5768,4.1459,3.9926,4.3821
2024-01-24,4.5867,4.149,3.99,4.3909
2024-01-25,4.5855,4.1427,3.9717,4.3859
2024-01-26,4.5953,4.1487,3.9602,4.3881
2024-01-29,4.5947,4.1551,3.9644,4.3858
2024-01-30,4.5999,4.1556,3.9747,4.3953
2024-01-31,4.5922,4.1641,3.9804,4.385
2024-02-01,4.601,4.1664,3.9811,4.3807
2024-02-02,4.6118,4.1628,3.9846,4.378
2024-02-05,4.6267,4.167,3.9982,4.3959
2024-02-06,4.6267,4.1754,3.9996,4.4
2024-02-07,4.6172,4.1811,4.0063,4.3948
2024-02-08,4.6198,4.1703,4.0027,4.3914
2024-02-09,4.6161,4.166,4.0025,4.3951
2024-02-12,4.627,4.1745,4.005,4.3964
2024-02-13,4.6326,4.1901,4.0012,4.3949
2024-02-14,4.6504,4.1905,4.0169,4.397
2024-02-15,4.6723,4.1922,4.0146,4.4088
2024-02-16,4.6716,4.1916,4.0225,4.4114
2024-02-19,4.682,4.1905,4.0143,4.4073
2024-02-20,4.6725,4.198,4.0229,4.3982
2024-02-21,4.678,4.1905,4.0261,4.3978
2024-02-22,4.6763,4.206,4.0165,4.3975
2024-02-23,4.6786,4.2039,4.0153,4.3993
2024-02-26,4.6898,4.2208,4.0129,4.3929
2024-02-27,4.6889,4.2238,4.0226,4.4005
2024-02-28,4.6849,4.2126,4.0102,4.3944
2024-02-29,4.68,4.2051,4.0157,4.3981
2024-03-01,4.6886,4.2049,4.013,4.3926
2024-03-04,4.6846,4.2115,4.0224,4.4113
2024-03-05,4.6861,4.2164,4.0192,4.4124
2024-03-06,4.6797,4.2182,4.0329,4.4096
2024-03-07,4.6819,4.2208,4.0432,4.3979
2024-03-08,4.6826,4.2159,4.0457,4.4093
2024-03-11,4.6697,4.1985,4.0389,4.4016
2024-03-12,4.6686,4.1917,4.0279,4.4003
2024-03-13,4.6724,4.1934,4.0341,4.4067
2024-03-14,4.675,4.1958,4.0329,4.4247
2024-03-15,4.6705,4.1998,4.0335,4.4252
2024-03-18,4.6593,4.198,4.0354,4.4144
2024-03-19,4.6592,4.2026,4.0352,4.4127
2024-03-20,4.6543,4.1827,4.038,4.4235
2024-03-21,4.6478,4.1704,4.026,4.4339
2024-03-22,4.6416,4.1777,4.0331,4.4365
2024-03-25,4.6235,4.186,4.0455,4.4326
2024-03-26,4.6208,4.1811,4.0578,4.4284
2024-03-27,4.6082,4.1764,4.0625,4.424
2024-03-28,4.6065,4.1778,4.0494,4.4225
2024-03-29,4.6064,4.1918,4.0478,4.4108
2024-04-01,4.6078,4.1827,4.0383,4.4095
2024-04-02,4.616,4.1835,4.0422,4.4112
2024-04-03,4.6049,4.1783,4.0457,4.4151
2024-04-04,4.5917,4.179,4.0518,4.4255
2024-04-05,4.5799,4.1867,4.0467,4.425
2024-04-08,4.5722,4.1854,4.0388,4.4182
2024-04-09,4.5752,4.1726,4.0322,4.4124
2024-04-10,4.5788,4.162,4.0426,4.417
2024-04-11,4.5733,4.1615,4.0603,4.4307
2024-04-12,4.5715,4.174,4.0749,4.4446
2024-04-15,4.5513,4.1653,4.0655,4.4469
2024-04-16,4.5522,4.164,4.0631,4.4553
2024-04-17,4.5472,4.1612,4.0618,4.4486
2024-04-18,4.5452,4.1748,4.0644,4.4525
2024-04-19,4.5386,4.1638,4.0566,4.4449
2024-04-22,4.5281,4.1523,4.0599,4.4478
2024-04-23,4.5273,4.1365,4.0713,4.4451
2024-04-24,4.5341,4.1363,4.0671,4.4512
2024-04-25,4.5314,4.133,4.0655,4.4513
2024-04-26,4.5283,4.1193,4.0529,4.4514
2024-04-29,4.4994,4.1153,4.0608,4.4586
2024-04-30,4.4922,4.1201,4.0643,4.4629
2024-05-01,4.4889,4.1301,4.0759,4.4664
2024-05-02,4.4928,4.1405,4.0754,4.4631
2024-05-03,4.501,4.1373,4.075,4.4616
2024-05-06,4.4919,4.1419,4.0823,4.4625
2024-05-07,4.4986,4.1321,4.0922,4.4632
2024-05-08,4.4888,4.1348,4.0929,4.4615
2024-05-09,4.4866,4.1283,4.0943,4.4621
2024-05-10,4.4765,4.1324,4.0923,4.4546
2024-05-13,4.4667,4.1242,4.0917,4.459
2024-05-14,4.4719,4.1239,4.0876,4.4675
2024-05-15,4.4575,4.1174,4.0836,4.4732
2024-05-16,4.4443,4.1143,4.0771,4.4886
2024-05-17,4.4298,4.1124,4.0727,4.4912
2024-05-20,4.4319,4.1175,4.075,4.5042
2024-05-21,4.4422,4.1161,4.0831,4.4966
2024-05-22,4.444,4.1148,4.0959,4.5025
2024-05-23,4.4389,4.1085,4.098,4.493
2024-05-24,4.4373,4.1141,4.1026,4.4772
2024-05-27,4.4305,4.1078,4.1033,4.4688
2024-05-28,4.4302,4.0881,4.1032,4.4765
2024-05-29,4.4267,4.0836,4.102,4.4911
2024-05-30,4.4197,4.071,4.0962,4.4957
2024-05-31,4.4128,4.0888,4.1048,4.5005
2024-06-03,4.4019,4.0828,4.1076,4.5047
2024-06-04,4.3979,4.0975,4.1037,4.5083
2024-06-05,4.3975,4.0842,4.0987,4.498
2024-06-06,4.3982,4.0742,4.1046,4.4916
2024-06-07,4.3822,4.069,4.1105,4.4967
2024-06-10,4.3655,4.0691,4.1144,4.5049
2024-06-11,4.349,4.073,4.1098,4.5083
2024-06-12,4.3563,4.0707,4.1063,4.4981
2024-06-13,4.3589,4.0832,4.1075,4.4954
2024-06-14,4.3541,4.0884,4.0986,4.496
2024-06-17,4.3414,4.089,4.1032,4.4957
2024-06-18,4.3352,4.0779,4.1069,4.4925
2024-06-19,4.3518,4.0797,4.1165,4.496
2024-06-20,4.3625,4.0721,4.1189,4.5005
2024-06-21,4.3616,4.0562,4.1166,4.5145
2024-06-24,4.3379,4.0435,4.117,4.52
2024-06-25,4.32,4.0471,4.1195,4.5253
2024-06-26,4.3093,4.0511,4.1214,4.5171
2024-06-27,4.3073,4.0498,4.1189,4.516
2024-06-28,4.3049,4.0408,4.1198,4.5175
2024-07-01,4.3116,4.0435,4.1148,4.5218
